Name,Email,Country,Hours_Studied,Marks,Attendance_%,Assignments_Score,Final_Grade
Student_1477,student1477@example.com,Canada,9.53,73.37,64.6,75.88,B
Student_1478,student1478@example.com,USA,3.18,91.19,58.52,92.56,C
Student_1479,student1479@example.com,Japan,1.38,85.62,97.34,42.55,A
Student_1480,student1480@example.com,USA,3.42,46.16,52.6,99.88,C
Student_1481,student1481@example.com,USA,8.62,63.29,71.81,55.85,C
Student_1482,student1482@example.com,Germany,7.17,53.72,74.43,77.8,A
Student_1483,student1483@example.com,India,2.61,51.31,82.21,58.27,D
Student_1484,student1484@example.com,Germany,2.7,70.55,52.21,76.81,C
Student_1485,student1485@example.com,Canada,9.57,41.23,90.56,71.47,D
Student_1486,student1486@example.com,Germany,5.62,45.56,73.77,49.21,A
Student_1487,student1487@example.com,Brazil,5.01,86.87,95.87,54.75,B
Student_1488,student1488@example.com,India,8.92,35.18,73.08,84.26,D
Student_1489,student1489@example.com,Brazil,6.2,49.68,50.84,46.51,A
Student_1490,student1490@example.com,Australia,9.33,52.9,64.53,87.07,A
Student_1491,student1491@example.com,Brazil,5.8,33.18,95.29,52.45,C
Student_1492,student1492@example.com,USA,5.61,55.27,76.64,70.84,D
Student_1493,student1493@example.com,Brazil,2.51,69.77,53.25,66.72,C
Student_1494,student1494@example.com,Japan,6.84,99.4,97.29,54.66,D
Student_1495,student1495@example.com,India,2.61,82.82,57.23,52.78,B
Student_1496,student1496@example.com,Japan,4.36,39.49,67.67,52.75,B
Student_1497,student1497@example.com,India,4.22,68.57,85.6,61.44,B
Student_1498,student1498@example.com,Brazil,8.09,34.74,93.3,87.35,A
Student_1499,student1499@example.com,Canada,4.93,63.17,90.63,74.47,C
Student_1500,student1500@example.com,USA,2.49,74.91,59.62,45.84,C
Student_1501,student1501@example.com,UK,7.78,67.35,75.43,79.79,B
Student_1502,student1502@example.com,Japan,7.32,69.25,67.09,53.86,D
Student_1503,student1503@example.com,Australia,7.32,58.89,64.99,76.33,A
Student_1504,student1504@example.com,Germany,2.54,93.12,82.55,95.38,C
Student_1505,student1505@example.com,India,8.33,96.65,71.75,41.91,C
Student_1506,student1506@example.com,Japan,8.13,63.57,90.15,56.83,D
Student_1507,student1507@example.com,Germany,1.2,76.35,55.11,93.62,C
Student_1508,student1508@example.com,Canada,4.66,57.12,63.25,49.36,C
Student_1509,student1509@example.com,USA,9.99,35.29,96.84,87.85,C
Student_1510,student1510@example.com,Canada,6.02,85.84,53.35,89.3,C
Student_1511,student1511@example.com,Brazil,6.18,75.95,94.18,61.12,D
Student_1512,student1512@example.com,Japan,4.78,84.91,77.09,47.46,B
Student_1513,student1513@example.com,Japan,9.71,35.3,52.75,93.89,C
Student_1514,student1514@example.com,Japan,4.05,62.35,52.19,41.97,B
Student_1515,student1515@example.com,USA,7.04,42.96,75.67,92.96,C
Student_1516,student1516@example.com,Canada,5.33,32.33,58.9,50.27,C
Student_1517,student1517@example.com,India,9.02,79.4,71.55,60.84,D
Student_1518,student1518@example.com,Australia,2.03,86.33,90.14,84.06,B
Student_1519,student1519@example.com,Japan,7.16,87.75,78.27,92.48,D
Student_1520,student1520@example.com,Japan,4.06,60.76,66.69,45.52,C
Student_1521,student1521@example.com,Brazil,5.53,30.81,58.94,61.27,D
Student_1522,student1522@example.com,Brazil,3.73,36.14,52.03,56.9,C
Student_1523,student1523@example.com,Japan,2.14,44.42,92.0,64.48,A
Student_1524,student1524@example.com,Brazil,8.96,54.72,98.92,92.46,D
Student_1525,student1525@example.com,UK,7.55,52.48,87.1,78.76,C
Student_1526,student1526@example.com,Japan,5.52,70.64,68.54,56.86,A
Student_1527,student1527@example.com,Canada,7.77,49.5,85.33,59.47,B
Student_1528,student1528@example.com,UK,4.78,84.05,92.58,80.51,B
Student_1529,student1529@example.com,Brazil,6.37,93.46,77.0,44.29,B
Student_1530,student1530@example.com,Canada,7.67,57.82,67.92,48.79,A
Student_1531,student1531@example.com,USA,3.0,30.92,72.68,54.43,D
Student_1532,student1532@example.com,Germany,1.93,95.11,74.48,69.81,C
Student_1533,student1533@example.com,India,4.43,72.37,65.43,59.18,D
Student_1534,student1534@example.com,Canada,1.59,39.61,95.39,44.74,D
Student_1535,student1535@example.com,Brazil,5.97,94.88,97.34,65.29,A
Student_1536,student1536@example.com,India,8.46,31.15,93.63,97.97,A
Student_1537,student1537@example.com,Germany,2.55,36.78,82.76,69.58,B
Student_1538,student1538@example.com,UK,2.16,34.43,91.13,77.5,A
Student_1539,student1539@example.com,Germany,8.95,59.64,88.22,86.09,B
Student_1540,student1540@example.com,India,5.97,64.3,56.19,89.91,B
Student_1541,student1541@example.com,USA,2.81,69.21,70.81,84.29,C
Student_1542,student1542@example.com,USA,9.42,95.5,54.77,84.18,D
Student_1543,student1543@example.com,Canada,9.56,42.39,81.56,53.99,C
Student_1544,student1544@example.com,Brazil,4.58,35.3,60.14,76.76,C
Student_1545,student1545@example.com,Australia,4.48,55.3,56.69,82.58,D
Student_1546,student1546@example.com,Australia,7.15,92.04,98.28,60.7,D
Student_1547,student1547@example.com,USA,5.82,40.98,95.16,55.76,A
Student_1548,student1548@example.com,UK,6.98,73.44,90.9,82.02,A
Student_1549,student1549@example.com,UK,9.34,81.9,51.38,73.02,A
Student_1550,student1550@example.com,India,6.84,58.91,58.61,77.0,A
Student_1551,student1551@example.com,India,8.35,40.34,85.34,67.41,D
Student_1552,student1552@example.com,Canada,6.52,55.24,70.76,81.66,B
Student_1553,student1553@example.com,USA,8.02,63.1,93.98,52.64,C
Student_1554,student1554@example.com,Japan,3.23,42.15,65.82,76.27,B
Student_1555,student1555@example.com,Canada,8.59,63.66,79.27,99.94,D
Student_1556,student1556@example.com,UK,1.98,46.34,56.02,53.12,B
Student_1557,student1557@example.com,USA,4.8,91.86,91.22,72.37,D
Student_1558,student1558@example.com,Australia,5.88,88.14,50.08,70.62,B
Student_1559,student1559@example.com,Brazil,4.34,51.05,51.31,89.85,D
Student_1560,student1560@example.com,India,6.74,30.88,69.2,83.94,C
Student_1561,student1561@example.com,Australia,1.59,37.88,59.52,47.98,A
Student_1562,student1562@example.com,Japan,8.45,53.48,90.89,57.81,B
Student_1563,student1563@example.com,Brazil,9.02,55.44,87.44,50.6,C
Student_1564,student1564@example.com,Canada,1.04,95.82,91.23,48.38,B
Student_1565,student1565@example.com,Australia,3.59,90.66,89.76,82.36,A
Student_1566,student1566@example.com,India,7.62,37.62,68.19,96.4,D
Student_1567,student1567@example.com,Canada,1.75,66.94,52.7,86.38,C
Student_1568,student1568@example.com,Japan,8.35,74.48,80.37,72.75,B
Student_1569,student1569@example.com,Australia,9.47,47.2,58.12,80.02,B
Student_1570,student1570@example.com,Australia,1.96,46.74,63.25,44.91,D
Student_1571,student1571@example.com,Australia,5.39,54.59,79.35,56.89,B
Student_1572,student1572@example.com,Brazil,1.47,31.44,91.62,58.42,A
Student_1573,student1573@example.com,USA,3.83,33.58,61.73,42.22,A
Student_1574,student1574@example.com,Germany,2.7,43.65,68.04,96.06,D
Student_1575,student1575@example.com,Germany,1.89,66.16,90.5,64.38,A
Student_1576,student1576@example.com,Brazil,2.1,86.75,88.23,87.41,B
Student_1577,student1577@example.com,India,1.13,42.0,84.94,99.13,A
Student_1578,student1578@example.com,India,1.68,36.13,57.55,98.98,A
Student_1579,student1579@example.com,Japan,8.6,70.49,95.22,96.54,D
Student_1580,student1580@example.com,India,6.43,42.64,91.66,61.63,B
Student_1581,student1581@example.com,Australia,1.24,49.77,75.75,60.37,A
Student_1582,student1582@example.com,Japan,3.63,54.07,71.22,78.7,C
Student_1583,student1583@example.com,Germany,9.67,95.77,60.06,66.02,C
Student_1584,student1584@example.com,Germany,4.45,46.21,60.13,59.26,A
Student_1585,student1585@example.com,UK,2.44,57.92,95.82,40.83,C
Student_1586,student1586@example.com,UK,4.17,52.36,81.9,85.48,B
Student_1587,student1587@example.com,UK,8.83,76.32,67.71,48.59,B
Student_1588,student1588@example.com,Canada,4.74,35.6,72.91,90.96,B
Student_1589,student1589@example.com,Japan,2.84,76.85,84.22,78.74,B
Student_1590,student1590@example.com,Australia,7.09,69.42,85.99,67.48,B
Student_1591,student1591@example.com,India,3.16,91.25,54.17,83.26,C
Student_1592,student1592@example.com,Canada,5.29,56.15,72.07,52.55,C
Student_1593,student1593@example.com,Japan,1.1,55.5,67.8,60.57,D
Student_1594,student1594@example.com,India,2.77,62.94,58.04,83.05,C
Student_1595,student1595@example.com,Germany,8.92,53.85,66.16,47.43,C
Student_1596,student1596@example.com,Brazil,4.66,70.4,58.59,69.38,C
Student_1597,student1597@example.com,Canada,5.33,36.72,78.03,68.23,D
Student_1598,student1598@example.com,India,7.24,63.44,84.32,90.2,D
Student_1599,student1599@example.com,Japan,5.55,86.49,59.56,82.46,A
Student_1600,student1600@example.com,Germany,1.22,98.95,90.67,73.55,A
Student_1601,student1601@example.com,Brazil,5.98,54.92,94.06,56.94,B
Student_1602,student1602@example.com,Australia,9.84,38.03,55.37,85.96,C
Student_1603,student1603@example.com,Brazil,4.24,87.38,94.11,91.29,A
Student_1604,student1604@example.com,Germany,5.43,99.93,55.71,43.68,C
Student_1605,student1605@example.com,India,2.66,65.1,74.82,88.84,A
Student_1606,student1606@example.com,Australia,9.86,90.33,53.58,79.79,B
Student_1607,student1607@example.com,Canada,1.79,80.17,95.87,87.0,B
Student_1608,student1608@example.com,Germany,6.4,48.26,96.81,40.79,D
Student_1609,student1609@example.com,Australia,8.57,50.58,76.97,56.83,B
Student_1610,student1610@example.com,Australia,1.66,51.67,83.22,99.46,C
Student_1611,student1611@example.com,Australia,6.52,56.72,55.93,93.37,C
Student_1612,student1612@example.com,Japan,6.48,61.74,97.96,41.26,B
Student_1613,student1613@example.com,Japan,8.03,79.88,82.16,96.19,A
Student_1614,student1614@example.com,UK,9.92,99.26,99.23,44.93,A
Student_1615,student1615@example.com,Germany,6.63,77.96,87.52,97.11,B
Student_1616,student1616@example.com,USA,2.11,55.81,66.53,43.61,B
Student_1617,student1617@example.com,USA,6.84,35.63,70.75,91.36,D
Student_1618,student1618@example.com,Germany,9.46,79.75,75.83,87.6,A
Student_1619,student1619@example.com,Canada,6.92,98.48,90.44,75.96,C
Student_1620,student1620@example.com,UK,8.84,34.03,87.85,62.42,A
Student_1621,student1621@example.com,Canada,2.84,98.83,63.84,88.14,D
Student_1622,student1622@example.com,India,6.58,93.76,89.65,52.98,C
Student_1623,student1623@example.com,Brazil,5.81,33.66,98.85,40.33,B
Student_1624,student1624@example.com,UK,7.52,40.05,82.87,47.64,C
Student_1625,student1625@example.com,Japan,2.14,41.23,61.94,92.39,B
Student_1626,student1626@example.com,Germany,6.31,62.97,65.79,43.15,C
Student_1627,student1627@example.com,India,5.94,83.02,74.21,54.73,A
Student_1628,student1628@example.com,Japan,9.46,39.23,80.76,88.93,A
Student_1629,student1629@example.com,Japan,2.09,89.03,75.53,78.76,B
Student_1630,student1630@example.com,Australia,5.02,58.98,74.54,57.41,C
Student_1631,student1631@example.com,Canada,7.74,71.43,63.93,60.02,C
Student_1632,student1632@example.com,Canada,8.01,92.62,61.28,91.5,B
Student_1633,student1633@example.com,Germany,6.35,35.86,88.82,79.48,D
Student_1634,student1634@example.com,Canada,1.37,30.55,75.32,94.37,A
Student_1635,student1635@example.com,UK,4.3,35.5,93.84,97.21,A
Student_1636,student1636@example.com,Brazil,9.97,63.79,99.25,55.01,A
Student_1637,student1637@example.com,Australia,3.6,86.51,87.94,69.45,D
Student_1638,student1638@example.com,Japan,9.97,84.24,51.5,58.5,D
Student_1639,student1639@example.com,USA,1.5,42.32,91.65,53.77,D
Student_1640,student1640@example.com,India,7.35,48.41,73.55,93.83,C
Student_1641,student1641@example.com,Canada,9.06,53.12,98.27,78.26,B
Student_1642,student1642@example.com,Japan,4.85,45.09,59.32,73.43,B
Student_1643,student1643@example.com,Germany,1.73,66.82,81.33,44.83,C
Student_1644,student1644@example.com,USA,5.66,68.78,55.27,50.68,A
Student_1645,student1645@example.com,Japan,7.75,80.4,90.21,43.74,A
Student_1646,student1646@example.com,Germany,8.5,60.02,81.78,88.9,A
Student_1647,student1647@example.com,Canada,4.96,74.83,80.73,73.37,A
Student_1648,student1648@example.com,Canada,6.29,43.13,51.91,79.03,C
Student_1649,student1649@example.com,Brazil,3.0,80.88,90.26,65.02,D
Student_1650,student1650@example.com,Japan,6.76,91.2,76.44,54.72,B
Student_1651,student1651@example.com,Japan,4.46,43.97,67.93,87.58,A
Student_1652,student1652@example.com,USA,1.88,88.56,84.04,47.12,A
Student_1653,student1653@example.com,USA,2.82,70.14,60.23,99.61,A
Student_1654,student1654@example.com,Australia,8.43,35.98,87.98,60.59,A
Student_1655,student1655@example.com,Australia,6.03,60.31,84.85,86.56,A
Student_1656,student1656@example.com,Brazil,4.29,33.95,82.13,74.24,C
Student_1657,student1657@example.com,Australia,9.03,64.57,63.3,73.8,D
Student_1658,student1658@example.com,Japan,3.4,40.66,66.29,91.47,D
Student_1659,student1659@example.com,Canada,3.97,92.51,97.55,83.28,D
Student_1660,student1660@example.com,Brazil,4.56,35.14,66.9,47.64,C
Student_1661,student1661@example.com,Canada,6.66,35.2,82.25,70.76,B
Student_1662,student1662@example.com,Canada,6.92,60.63,91.43,46.14,A
Student_1663,student1663@example.com,Australia,3.37,42.85,56.21,64.47,C
Student_1664,student1664@example.com,India,4.86,86.1,81.5,70.7,A
Student_1665,student1665@example.com,Japan,3.62,54.16,88.32,45.43,C
Student_1666,student1666@example.com,Brazil,2.19,89.64,99.28,49.99,D
Student_1667,student1667@example.com,Germany,2.74,53.41,74.87,74.51,D
Student_1668,student1668@example.com,Japan,7.22,57.72,63.03,85.71,B
Student_1669,student1669@example.com,Australia,6.83,47.91,50.41,66.04,C
Student_1670,student1670@example.com,USA,2.1,92.77,95.15,97.76,A
Student_1671,student1671@example.com,Brazil,1.2,39.26,62.27,49.99,A
Student_1672,student1672@example.com,USA,4.18,33.8,81.65,57.83,B
Student_1673,student1673@example.com,UK,9.02,72.22,52.77,93.21,A
Student_1674,student1674@example.com,Australia,7.72,66.8,80.6,76.58,D
Student_1675,student1675@example.com,UK,3.53,59.24,74.11,84.74,A
Student_1676,student1676@example.com,Brazil,5.54,91.22,83.49,52.63,A
Student_1677,student1677@example.com,Germany,5.0,82.1,95.15,70.71,C
Student_1678,student1678@example.com,Australia,2.11,36.01,88.58,67.07,C
Student_1679,student1679@example.com,Canada,5.68,61.48,84.12,76.15,B
Student_1680,student1680@example.com,USA,5.35,90.64,55.77,40.66,C
Student_1681,student1681@example.com,Brazil,8.66,59.2,52.47,65.1,B
Student_1682,student1682@example.com,Brazil,4.81,62.25,88.7,46.81,D
Student_1683,student1683@example.com,Australia,9.23,72.81,83.39,51.81,D
Student_1684,student1684@example.com,Japan,7.07,70.84,73.48,71.9,A
Student_1685,student1685@example.com,UK,2.79,89.03,71.84,99.57,C
Student_1686,student1686@example.com,UK,9.77,72.41,72.76,72.42,A
Student_1687,student1687@example.com,Canada,1.65,59.02,59.44,89.95,D
Student_1688,student1688@example.com,Japan,6.22,52.94,94.73,78.69,D
Student_1689,student1689@example.com,UK,9.49,58.62,79.25,77.0,C
Student_1690,student1690@example.com,India,1.01,41.76,98.16,54.88,C
Student_1691,student1691@example.com,Japan,7.19,42.97,96.44,43.65,D
Student_1692,student1692@example.com,USA,7.25,63.81,83.01,42.77,B
Student_1693,student1693@example.com,USA,9.15,94.83,64.99,82.02,A
Student_1694,student1694@example.com,UK,2.45,51.07,79.6,91.71,C
Student_1695,student1695@example.com,Canada,1.36,60.19,51.0,86.84,B
Student_1696,student1696@example.com,Canada,9.09,39.45,96.35,46.98,A
Student_1697,student1697@example.com,India,7.77,97.99,85.52,53.74,A
Student_1698,student1698@example.com,Canada,8.3,30.03,57.7,81.47,A
Student_1699,student1699@example.com,Japan,6.53,60.7,69.47,77.65,B
Student_1700,student1700@example.com,UK,6.55,32.32,57.29,74.8,B
Student_1701,student1701@example.com,Canada,6.63,42.12,95.4,46.3,A
Student_1702,student1702@example.com,Brazil,3.98,49.07,53.22,51.22,C
Student_1703,student1703@example.com,Canada,3.13,78.02,66.31,40.43,A
Student_1704,student1704@example.com,Brazil,9.39,34.22,69.5,48.94,B
Student_1705,student1705@example.com,Japan,8.3,47.74,96.74,90.16,D
Student_1706,student1706@example.com,UK,5.42,86.79,67.6,48.58,B
Student_1707,student1707@example.com,Japan,1.39,51.27,65.92,63.24,B
Student_1708,student1708@example.com,Australia,3.98,79.16,81.99,56.85,A
Student_1709,student1709@example.com,Canada,6.29,55.28,75.55,54.77,D
Student_1710,student1710@example.com,Australia,6.64,74.62,70.52,68.72,C
Student_1711,student1711@example.com,India,6.97,60.28,73.11,96.99,A
Student_1712,student1712@example.com,Canada,6.23,75.36,74.83,89.46,C
Student_1713,student1713@example.com,Australia,6.04,62.72,82.34,64.66,A
Student_1714,student1714@example.com,Germany,8.6,44.36,86.91,65.69,D
Student_1715,student1715@example.com,USA,7.75,99.24,90.05,44.84,B
Student_1716,student1716@example.com,UK,1.34,56.23,57.53,80.01,C
Student_1717,student1717@example.com,USA,3.5,61.31,98.53,43.42,A
Student_1718,student1718@example.com,Australia,8.5,83.91,64.5,95.88,B
Student_1719,student1719@example.com,USA,4.19,82.28,79.09,82.16,A
Student_1720,student1720@example.com,India,8.47,47.6,50.09,55.57,D
Student_1721,student1721@example.com,Australia,2.64,85.49,89.93,56.23,C
Student_1722,student1722@example.com,Canada,1.94,86.26,68.57,83.12,A
Student_1723,student1723@example.com,Australia,5.92,96.85,74.42,41.65,D
Student_1724,student1724@example.com,UK,2.57,38.43,82.73,80.22,D
Student_1725,student1725@example.com,USA,7.04,81.75,76.9,77.59,D
Student_1726,student1726@example.com,Germany,2.68,33.48,88.24,86.81,D
Student_1727,student1727@example.com,USA,9.22,62.84,91.03,92.44,D
Student_1728,student1728@example.com,Japan,5.04,76.21,63.73,41.14,C
Student_1729,student1729@example.com,Australia,8.29,41.15,94.29,45.72,C
Student_1730,student1730@example.com,Canada,9.28,36.11,99.6,73.66,A
Student_1731,student1731@example.com,Brazil,1.02,32.03,51.85,65.21,D
Student_1732,student1732@example.com,Brazil,8.72,93.41,79.04,77.84,B
Student_1733,student1733@example.com,Japan,4.07,37.18,75.13,78.09,C
Student_1734,student1734@example.com,Brazil,7.05,36.82,71.56,93.87,A
Student_1735,student1735@example.com,UK,7.45,68.17,56.2,98.57,C
Student_1736,student1736@example.com,Japan,6.36,90.56,63.09,82.62,C
Student_1737,student1737@example.com,Australia,1.99,46.85,66.76,94.37,B
Student_1738,student1738@example.com,USA,6.78,81.37,51.98,77.05,A
Student_1739,student1739@example.com,Canada,7.69,91.26,80.74,98.84,C
Student_1740,student1740@example.com,Japan,1.79,72.44,85.6,77.28,D
Student_1741,student1741@example.com,India,8.98,70.31,85.98,77.06,C
Student_1742,student1742@example.com,Brazil,3.63,77.56,88.49,63.54,B
Student_1743,student1743@example.com,Japan,6.16,99.81,61.7,70.4,B
Student_1744,student1744@example.com,India,3.14,68.99,69.92,42.14,C
Student_1745,student1745@example.com,USA,7.96,95.82,86.95,92.78,B
Student_1746,student1746@example.com,Brazil,2.73,88.88,78.45,53.15,A
Student_1747,student1747@example.com,Brazil,5.93,72.54,95.25,80.31,C
Student_1748,student1748@example.com,Japan,8.92,80.84,98.2,63.68,C
Student_1749,student1749@example.com,Canada,6.77,32.82,77.43,60.06,A
Student_1750,student1750@example.com,India,9.73,49.09,92.18,59.82,B
Student_1751,student1751@example.com,USA,5.56,97.46,56.63,75.36,A
Student_1752,student1752@example.com,USA,3.04,50.8,82.42,80.56,C
Student_1753,student1753@example.com,USA,1.02,31.85,53.27,66.53,A
Student_1754,student1754@example.com,Brazil,7.48,64.99,95.01,97.68,A
Student_1755,student1755@example.com,Australia,9.78,33.03,79.68,44.77,D
Student_1756,student1756@example.com,USA,7.88,40.21,50.39,56.42,D
Student_1757,student1757@example.com,Brazil,8.78,76.32,62.24,58.64,B
Student_1758,student1758@example.com,USA,6.89,64.12,52.63,42.32,B
Student_1759,student1759@example.com,USA,9.43,82.98,56.61,74.63,C
Student_1760,student1760@example.com,India,2.98,79.27,77.45,71.99,D
Student_1761,student1761@example.com,Australia,2.85,74.94,87.62,57.97,B
Student_1762,student1762@example.com,Australia,2.67,91.33,65.32,69.48,B
Student_1763,student1763@example.com,India,8.15,35.45,99.92,83.17,B
Student_1764,student1764@example.com,USA,2.0,48.24,75.29,40.84,D
Student_1765,student1765@example.com,Australia,9.7,67.39,97.63,79.1,C
Student_1766,student1766@example.com,Brazil,9.78,74.9,72.97,47.75,D
Student_1767,student1767@example.com,USA,5.78,61.64,62.15,88.68,B
Student_1768,student1768@example.com,Brazil,4.72,66.52,63.7,75.99,A
Student_1769,student1769@example.com,Canada,5.13,66.49,77.83,86.82,D
Student_1770,student1770@example.com,India,9.4,75.45,54.69,78.36,B
Student_1771,student1771@example.com,Japan,4.79,48.48,75.74,92.7,D
Student_1772,student1772@example.com,UK,9.42,98.06,60.55,96.15,A
Student_1773,student1773@example.com,Brazil,9.69,71.28,50.04,70.77,C
Student_1774,student1774@example.com,Australia,9.42,56.39,97.29,51.08,A
Student_1775,student1775@example.com,UK,4.88,56.45,92.0,90.95,C
Student_1776,student1776@example.com,Germany,6.92,83.81,56.36,55.78,D
Student_1777,student1777@example.com,India,5.87,33.63,79.39,94.31,D
Student_1778,student1778@example.com,Germany,3.62,66.62,57.72,86.7,B
Student_1779,student1779@example.com,USA,5.04,89.12,70.43,46.99,B
Student_1780,student1780@example.com,USA,6.18,95.65,99.35,81.39,C
Student_1781,student1781@example.com,Japan,7.72,35.87,88.83,88.96,C
Student_1782,student1782@example.com,Japan,8.85,69.99,96.62,47.64,D
Student_1783,student1783@example.com,India,2.6,70.98,89.58,78.64,B
Student_1784,student1784@example.com,India,4.83,66.33,78.07,75.44,A
Student_1785,student1785@example.com,Australia,3.66,50.99,68.6,46.72,B
Student_1786,student1786@example.com,Australia,4.47,44.19,85.56,52.69,A
Student_1787,student1787@example.com,Canada,7.63,65.17,91.91,83.44,D
Student_1788,student1788@example.com,USA,8.14,64.03,72.35,92.0,B
Student_1789,student1789@example.com,USA,3.62,73.35,61.45,88.29,A
Student_1790,student1790@example.com,UK,1.03,64.0,81.77,46.65,A
Student_1791,student1791@example.com,India,3.14,77.04,83.46,80.1,A
Student_1792,student1792@example.com,Germany,3.71,40.37,82.62,92.02,D
Student_1793,student1793@example.com,Germany,8.07,35.21,69.47,45.53,A
Student_1794,student1794@example.com,Japan,2.03,72.48,91.99,67.87,B
Student_1795,student1795@example.com,Canada,4.03,35.94,51.17,44.7,B
Student_1796,student1796@example.com,Canada,9.98,47.77,57.2,65.43,A
Student_1797,student1797@example.com,UK,4.72,64.34,59.18,45.85,B
Student_1798,student1798@example.com,Japan,9.39,53.13,52.68,70.81,D
Student_1799,student1799@example.com,Germany,6.25,73.72,74.93,47.51,C
Student_1800,student1800@example.com,Brazil,3.35,33.04,85.4,82.17,D
Student_1801,student1801@example.com,Japan,3.85,60.1,81.78,87.45,B
Student_1802,student1802@example.com,India,5.47,96.41,51.69,95.95,C
Student_1803,student1803@example.com,UK,5.56,96.62,71.21,41.81,B
Student_1804,student1804@example.com,Germany,9.88,82.59,89.89,96.11,D
Student_1805,student1805@example.com,Japan,5.75,82.93,97.53,60.98,B
Student_1806,student1806@example.com,UK,3.87,58.47,69.61,56.75,A
Student_1807,student1807@example.com,USA,7.08,87.16,80.13,99.99,D
Student_1808,student1808@example.com,Germany,3.97,90.99,50.55,75.77,C
Student_1809,student1809@example.com,Australia,3.69,60.01,58.86,65.65,D
Student_1810,student1810@example.com,USA,2.54,44.72,58.7,51.56,D
Student_1811,student1811@example.com,USA,4.88,67.93,73.94,53.94,A
Student_1812,student1812@example.com,Brazil,5.16,48.99,92.68,92.34,D
Student_1813,student1813@example.com,Australia,5.4,94.75,91.92,88.54,C
Student_1814,student1814@example.com,UK,4.07,73.48,82.4,92.59,D
Student_1815,student1815@example.com,USA,7.62,91.47,59.28,47.38,B
Student_1816,student1816@example.com,India,1.49,42.51,57.68,87.69,A
Student_1817,student1817@example.com,Germany,4.79,96.66,78.89,86.17,A
Student_1818,student1818@example.com,Canada,8.64,74.8,89.5,92.99,A
Student_1819,student1819@example.com,Australia,3.14,60.12,89.08,53.2,A
Student_1820,student1820@example.com,India,5.14,90.74,81.11,70.47,D
Student_1821,student1821@example.com,UK,4.72,74.72,94.52,82.48,C
Student_1822,student1822@example.com,Brazil,7.38,53.29,96.9,56.16,C
Student_1823,student1823@example.com,Canada,6.98,74.09,79.66,49.87,B
Student_1824,student1824@example.com,Canada,8.76,38.3,74.02,62.52,A
Student_1825,student1825@example.com,India,6.32,80.09,51.39,87.34,C
Student_1826,student1826@example.com,Canada,6.1,63.55,98.85,93.0,B
Student_1827,student1827@example.com,Australia,2.66,88.33,88.95,68.94,A
Student_1828,student1828@example.com,UK,1.89,61.45,62.31,41.11,B
Student_1829,student1829@example.com,India,1.93,89.48,59.23,93.71,A
Student_1830,student1830@example.com,USA,5.05,49.59,71.79,55.7,A
Student_1831,student1831@example.com,Brazil,6.21,44.48,75.11,52.08,B
Student_1832,student1832@example.com,Canada,3.61,32.23,53.69,60.03,B
Student_1833,student1833@example.com,Brazil,1.08,39.96,69.95,57.32,C
Student_1834,student1834@example.com,USA,1.96,53.46,75.12,68.46,B
Student_1835,student1835@example.com,Australia,5.79,95.1,61.98,52.54,C
Student_1836,student1836@example.com,UK,6.67,71.1,89.54,79.41,B
Student_1837,student1837@example.com,UK,1.92,65.66,96.93,62.31,D
Student_1838,student1838@example.com,Canada,2.19,39.64,79.56,76.6,D
Student_1839,student1839@example.com,USA,2.86,91.37,81.57,82.69,B
Student_1840,student1840@example.com,India,7.95,92.66,56.37,92.66,D
Student_1841,student1841@example.com,Canada,5.25,90.99,86.35,90.04,C
Student_1842,student1842@example.com,India,9.46,85.14,98.99,66.26,A
Student_1843,student1843@example.com,Japan,7.8,49.0,70.79,43.74,B
Student_1844,student1844@example.com,Japan,8.09,54.33,81.69,48.81,A
Student_1845,student1845@example.com,Brazil,2.47,56.62,50.59,49.23,A
Student_1846,student1846@example.com,UK,6.18,37.31,67.35,92.95,D
Student_1847,student1847@example.com,India,2.04,46.14,88.38,90.14,B
Student_1848,student1848@example.com,Germany,7.82,93.94,80.9,67.57,A
Student_1849,student1849@example.com,Canada,8.82,69.12,95.43,84.38,C
Student_1850,student1850@example.com,Australia,7.87,89.27,88.28,73.96,D
Student_1851,student1851@example.com,Japan,7.6,89.09,95.14,97.5,D
Student_1852,student1852@example.com,India,6.82,84.5,84.71,54.07,A
Student_1853,student1853@example.com,India,8.7,97.55,82.53,91.34,C
Student_1854,student1854@example.com,UK,9.46,76.39,60.29,91.53,A
Student_1855,student1855@example.com,Australia,9.51,46.89,90.83,94.97,C
Student_1856,student1856@example.com,USA,4.08,68.43,98.16,45.4,A
Student_1857,student1857@example.com,Brazil,3.83,77.92,80.51,53.82,A
Student_1858,student1858@example.com,Brazil,9.0,81.3,73.27,57.1,D
Student_1859,student1859@example.com,USA,5.99,99.99,99.68,87.3,A
Student_1860,student1860@example.com,Australia,6.84,62.25,79.3,86.69,A
Student_1861,student1861@example.com,Germany,5.26,87.07,85.75,80.55,C
Student_1862,student1862@example.com,Canada,8.94,91.48,62.67,89.2,D
Student_1863,student1863@example.com,Brazil,3.63,54.26,57.35,99.15,A
Student_1864,student1864@example.com,Germany,2.32,48.47,95.51,69.81,A
Student_1865,student1865@example.com,India,8.21,45.11,67.42,46.68,D
Student_1866,student1866@example.com,Brazil,7.93,45.55,58.44,98.5,D
Student_1867,student1867@example.com,Japan,3.65,90.41,86.52,89.54,C
